2025-07-11 | 00:06 | No face detected
2025-07-11 | 00:07 | unauthorized_object_detected
2025-07-11 | 00:09 | No face detected
2025-07-11 | 00:12 | No face detected
2025-07-11 | 00:15 | No face detected
2025-07-11 | 00:17 | unauthorized_object_detected
2025-07-11 | 00:18 | No face detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:21 | Talking detected
2025-07-11 | 00:22 | No face detected
2025-07-11 | 00:24 | No face detected
2025-07-11 | 00:27 | No face detected
2025-07-11 | 00:27 | unauthorized_object_detected
2025-07-11 | 00:30 | No face detected
2025-07-11 | 00:30 | Talking detected
2025-07-11 | 00:30 | Talking detected
2025-07-11 | 00:30 | Talking detected
2025-07-11 | 00:30 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:33 | No face detected
