2025-07-11 | 00:08 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:09 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | unauthorized_object_detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:10 | Talking detected
2025-07-11 | 00:11 | No face detected
2025-07-11 | 00:14 | No face detected
2025-07-11 | 00:17 | No face detected
2025-07-11 | 00:19 | unauthorized_object_detected
2025-07-11 | 00:20 | No face detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:23 | Talking detected
2025-07-11 | 00:24 | Talking detected
2025-07-11 | 00:24 | Talking detected
2025-07-11 | 00:24 | Talking detected
2025-07-11 | 00:24 | Talking detected
2025-07-11 | 00:24 | Talking detected
2025-07-11 | 00:24 | Talking detected
2025-07-11 | 00:24 | No face detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:25 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:26 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | Talking detected
2025-07-11 | 00:27 | No face detected
2025-07-11 | 00:29 | No face detected
2025-07-11 | 00:29 | unauthorized_object_detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:32 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | Talking detected
2025-07-11 | 00:33 | No face detected
2025-07-11 | 00:35 | No face detected
2025-07-11 | 00:38 | No face detected
