2025-07-23 | 00:09 | unauthorized_object_detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:11 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | Talking detected
2025-07-23 | 00:19 | unauthorized_object_detected
2025-07-23 | 00:20 | No face detected
2025-07-23 | 00:29 | unauthorized_object_detected
2025-07-23 | 00:39 | unauthorized_object_detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:41 | Talking detected
2025-07-23 | 00:42 | Talking detected
2025-07-23 | 00:42 | Talking detected
2025-07-23 | 00:42 | No face detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:43 | Talking detected
2025-07-23 | 00:44 | No face detected
2025-07-23 | 00:49 | unauthorized_object_detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
2025-07-23 | 00:50 | Talking detected
